datetime,month,day,hour,air_temperature,humidity,irradiance,pressure,rain,wind_direction,wind_velocity
2024-11-04 00:00:00,11,4,0,6.8,100,0.0,1003.2,0.0,27,0.22
2024-11-04 01:00:00,11,4,1,6.4,100,0.0,1003.4,0.0,360,0.39
2024-11-04 02:00:00,11,4,2,6.4,100,0.0,1003.4,0.0,45,0.14
2024-11-04 03:00:00,11,4,3,6.2,100,0.0,1003.1,0.0,90,0.19
2024-11-04 04:00:00,11,4,4,5.8,100,0.0,1003.0,0.0,360,0.19
2024-11-04 05:00:00,11,4,5,5.8,100,0.0,1002.7,0.0,45,0.14
2024-11-04 06:00:00,11,4,6,5.4,100,0.0,1002.6,0.0,63,0.22
2024-11-04 07:00:00,11,4,7,5.6,100,0.0,1002.6,0.0,333,0.22
2024-11-04 08:00:00,11,4,8,5.6,100,115.2,1002.9,0.0,270,0.0
2024-11-04 09:00:00,11,4,9,7.3,95,535.68,1003.4,0.0,180,0.11
2024-11-04 10:00:00,11,4,10,10.8,84,1035.0,1003.2,0.0,360,0.11
2024-11-04 11:00:00,11,4,11,13.8,73,1396.8,1003.1,0.0,27,0.22
2024-11-04 12:00:00,11,4,12,16.2,63,1587.6,1002.1,0.0,8,0.69
2024-11-04 13:00:00,11,4,13,17.3,55,1590.48,1001.8,0.0,18,0.31
2024-11-04 14:00:00,11,4,14,18.1,50,1402.2,1001.2,0.0,90,0.19
2024-11-04 15:00:00,11,4,15,18.2,49,1046.88,1001.0,0.0,34,0.72
2024-11-04 16:00:00,11,4,16,17.3,59,573.12,1001.0,0.0,146,0.36
2024-11-04 17:00:00,11,4,17,15.4,64,119.52,1001.2,0.0,202,0.53
2024-11-04 18:00:00,11,4,18,14.1,68,0.0,1001.2,0.0,49,0.92
2024-11-04 19:00:00,11,4,19,9.4,97,0.0,1001.8,0.0,14,0.42
2024-11-04 20:00:00,11,4,20,9.1,94,0.0,1001.7,0.0,146,0.36
2024-11-04 21:00:00,11,4,21,9.9,85,0.0,1002.4,0.0,45,0.14
2024-11-04 22:00:00,11,4,22,7.8,90,0.0,1002.6,0.0,135,0.14
2024-11-04 23:00:00,11,4,23,8.3,87,0.0,1002.2,0.0,225,0.28
2024-11-05 00:00:00,11,5,0,7.9,88,0.0,1002.3,0.0,27,0.22
2024-11-05 01:00:00,11,5,1,7.3,87,0.0,1002.8,0.0,180,0.11
2024-11-05 02:00:00,11,5,2,7.4,82,0.0,1002.7,0.0,34,0.72
2024-11-05 03:00:00,11,5,3,4.8,97,0.0,1002.7,0.0,45,1.0
2024-11-05 04:00:00,11,5,4,7.9,76,0.0,1002.5,0.0,45,0.86
2024-11-05 05:00:00,11,5,5,7.0,81,0.0,1002.3,0.0,360,0.39
2024-11-05 06:00:00,11,5,6,6.4,83,0.0,1002.4,0.0,14,0.42
2024-11-05 07:00:00,11,5,7,6.9,78,0.0,1002.8,0.0,22,1.08
2024-11-05 08:00:00,11,5,8,4.1,97,112.32,1003.1,0.0,90,0.11
2024-11-05 09:00:00,11,5,9,6.6,90,521.28,1003.4,0.0,214,0.36
2024-11-05 10:00:00,11,5,10,10.6,77,991.8,1003.4,0.0,135,0.14
2024-11-05 11:00:00,11,5,11,12.8,66,1266.48,1002.7,0.0,288,0.31
2024-11-05 12:00:00,11,5,12,14.4,61,1406.88,1001.9,0.0,342,0.31
2024-11-05 13:00:00,11,5,13,15.5,54,1468.8,1001.7,0.0,342,0.31
2024-11-05 14:00:00,11,5,14,16.1,48,1278.72,1000.9,0.0,297,0.22
2024-11-05 15:00:00,11,5,15,15.9,52,794.88,1001.0,0.0,117,0.22
2024-11-05 16:00:00,11,5,16,15.6,59,424.8,1000.6,0.0,79,0.5
2024-11-05 17:00:00,11,5,17,14.5,61,100.08,1001.0,0.0,180,0.31
2024-11-05 18:00:00,11,5,18,13.0,57,0.0,1000.9,0.0,27,0.89
2024-11-05 19:00:00,11,5,19,8.4,87,0.0,1002.0,0.0,14,0.42
2024-11-05 20:00:00,11,5,20,6.8,97,0.0,1002.1,0.0,90,0.19
2024-11-05 21:00:00,11,5,21,6.5,92,0.0,1002.3,0.0,180,0.31
2024-11-05 22:00:00,11,5,22,6.3,98,0.0,1002.5,0.0,207,0.22
2024-11-05 23:00:00,11,5,23,6.3,97,0.0,1002.5,0.0,360,0.11
2024-11-06 00:00:00,11,6,0,6.3,97,0.0,1002.8,0.0,270,0.19
2024-11-06 01:00:00,11,6,1,5.4,98,0.0,1003.0,0.0,270,0.19
2024-11-06 02:00:00,11,6,2,5.3,96,0.0,1002.7,0.0,270,0.19
2024-11-06 03:00:00,11,6,3,4.6,100,0.0,1002.9,0.0,135,0.14
2024-11-06 04:00:00,11,6,4,3.3,94,0.0,1003.1,0.0,11,0.5
2024-11-06 05:00:00,11,6,5,3.1,99,0.0,1003.5,0.0,45,0.42
2024-11-06 06:00:00,11,6,6,2.8,100,0.0,1003.7,0.0,63,0.44
2024-11-06 07:00:00,11,6,7,2.9,100,0.0,1003.9,0.0,360,0.31
2024-11-06 08:00:00,11,6,8,3.4,100,110.88,1004.3,0.0,90,0.11
2024-11-06 09:00:00,11,6,9,5.5,95,527.4,1004.9,0.0,270,0.0
2024-11-06 10:00:00,11,6,10,8.6,82,992.88,1005.4,0.0,360,0.19
2024-11-06 11:00:00,11,6,11,11.7,71,1266.48,1005.5,0.0,27,0.22
2024-11-06 12:00:00,11,6,12,13.7,66,1494.72,1005.4,0.0,45,0.14
2024-11-06 13:00:00,11,6,13,14.9,60,1482.48,1004.2,0.0,90,0.19
2024-11-06 14:00:00,11,6,14,15.7,57,1336.32,1003.8,0.0,207,0.22
2024-11-06 15:00:00,11,6,15,15.5,63,1000.08,1003.4,0.0,117,0.22
2024-11-06 16:00:00,11,6,16,15.1,64,519.12,1002.8,0.0,135,0.14
2024-11-06 17:00:00,11,6,17,13.9,66,104.4,1003.6,0.0,90,0.11
2024-11-06 18:00:00,11,6,18,13.0,70,0.0,1003.9,0.0,338,0.53
2024-11-06 19:00:00,11,6,19,8.2,78,0.0,1004.5,0.0,17,1.06
2024-11-06 20:00:00,11,6,20,4.8,97,0.0,1005.0,0.0,79,0.5
2024-11-06 21:00:00,11,6,21,5.2,90,0.0,1005.6,0.0,76,0.42
2024-11-06 22:00:00,11,6,22,4.8,96,0.0,1006.0,0.0,45,0.14
2024-11-06 23:00:00,11,6,23,5.3,92,0.0,1006.4,0.0,270,0.0
2024-11-07 00:00:00,11,7,0,4.9,96,0.0,1006.2,0.0,243,0.22
2024-11-07 01:00:00,11,7,1,5.6,93,0.0,1005.9,0.0,270,0.11
2024-11-07 02:00:00,11,7,2,5.4,93,0.0,1006.1,0.0,315,0.14
2024-11-07 03:00:00,11,7,3,5.1,93,0.0,1005.9,0.0,315,0.14
2024-11-07 04:00:00,11,7,4,5.6,87,0.0,1005.8,0.0,342,0.31
2024-11-07 05:00:00,11,7,5,6.0,86,0.0,1006.0,0.0,349,0.5
2024-11-07 06:00:00,11,7,6,6.0,85,0.0,1006.1,0.0,354,1.0
2024-11-07 07:00:00,11,7,7,5.0,88,0.0,1006.5,0.0,344,0.72
2024-11-07 08:00:00,11,7,8,5.6,85,105.12,1006.2,0.0,360,0.69
2024-11-07 09:00:00,11,7,9,7.6,86,534.6,1007.2,0.0,360,0.5
2024-11-07 10:00:00,11,7,10,11.1,78,994.32,1007.6,0.0,344,1.44
2024-11-07 11:00:00,11,7,11,13.1,72,1348.2,1007.4,0.0,353,1.61
2024-11-07 12:00:00,11,7,12,14.3,66,1508.4,1006.5,0.0,360,1.39
2024-11-07 13:00:00,11,7,13,15.4,63,1534.32,1005.2,0.0,360,0.89
2024-11-07 14:00:00,11,7,14,15.8,61,1342.8,1004.6,0.0,45,0.56
2024-11-07 15:00:00,11,7,15,15.6,64,990.0,1004.5,0.0,180,0.31
2024-11-07 16:00:00,11,7,16,15.0,69,532.08,1003.8,0.0,270,0.11
2024-11-07 17:00:00,11,7,17,13.4,64,101.52,1004.2,0.0,90,0.11
2024-11-07 18:00:00,11,7,18,10.9,73,0.0,1004.5,0.0,101,1.03
2024-11-07 19:00:00,11,7,19,7.2,89,0.0,1004.5,0.0,50,0.78
2024-11-07 20:00:00,11,7,20,5.6,96,0.0,1004.5,0.0,59,0.58
2024-11-07 21:00:00,11,7,21,5.1,97,0.0,1005.0,0.0,18,0.64
2024-11-07 22:00:00,11,7,22,5.0,99,0.0,1005.6,0.0,14,0.83
2024-11-07 23:00:00,11,7,23,4.4,100,0.0,1005.2,0.0,27,0.44
2024-11-08 00:00:00,11,8,0,4.2,100,0.0,1005.0,0.0,360,0.19
2024-11-08 01:00:00,11,8,1,4.4,100,0.0,1005.0,0.0,63,0.22
2024-11-08 02:00:00,11,8,2,4.1,100,0.0,1005.0,0.0,270,0.0
2024-11-08 03:00:00,11,8,3,4.3,98,0.0,1004.7,0.0,180,0.19
2024-11-08 04:00:00,11,8,4,4.1,94,0.0,1004.2,0.0,45,0.14
2024-11-08 05:00:00,11,8,5,4.2,92,0.0,1004.0,0.0,360,0.31
2024-11-08 06:00:00,11,8,6,4.9,86,0.0,1004.1,0.0,27,0.44
2024-11-08 07:00:00,11,8,7,4.4,87,0.0,1004.1,0.0,360,0.69
2024-11-08 08:00:00,11,8,8,5.4,83,97.2,1003.9,0.0,18,0.64
2024-11-08 09:00:00,11,8,9,7.3,82,518.4,1004.5,0.0,297,0.22
2024-11-08 10:00:00,11,8,10,9.9,75,977.4,1005.1,0.0,353,0.81
2024-11-08 11:00:00,11,8,11,11.6,69,1330.2,1005.0,0.0,14,0.83
2024-11-08 12:00:00,11,8,12,12.9,65,1531.8,1004.0,0.0,45,0.28
2024-11-08 13:00:00,11,8,13,13.8,63,1525.68,1003.7,0.0,56,0.36
2024-11-08 14:00:00,11,8,14,14.1,64,1263.6,1003.5,0.0,180,0.19
2024-11-08 15:00:00,11,8,15,13.7,71,784.8,1003.1,0.0,169,0.5
2024-11-08 16:00:00,11,8,16,12.4,81,389.52,1003.2,0.0,162,0.64
2024-11-08 17:00:00,11,8,17,11.5,81,79.92,1003.0,0.0,346,0.42
2024-11-08 18:00:00,11,8,18,10.3,83,0.0,1003.3,0.0,39,0.64
2024-11-08 19:00:00,11,8,19,8.2,94,0.0,1004.2,0.0,22,1.08
2024-11-08 20:00:00,11,8,20,6.4,96,0.0,1004.5,0.0,45,0.42
2024-11-08 21:00:00,11,8,21,5.3,100,0.0,1004.8,0.0,90,0.31
2024-11-08 22:00:00,11,8,22,5.4,100,0.0,1005.0,0.0,135,0.42
2024-11-08 23:00:00,11,8,23,5.4,99,0.0,1004.2,0.0,124,0.36
2024-11-09 00:00:00,11,9,0,5.3,98,0.0,1004.3,0.0,360,0.11
2024-11-09 01:00:00,11,9,1,5.9,97,0.0,1004.3,0.0,146,0.36
2024-11-09 02:00:00,11,9,2,5.6,97,0.0,1004.7,0.0,90,0.11
2024-11-09 03:00:00,11,9,3,5.7,95,0.0,1004.5,0.0,333,0.22
2024-11-09 04:00:00,11,9,4,6.1,93,0.0,1004.3,0.0,9,0.61
2024-11-09 05:00:00,11,9,5,5.6,92,0.0,1003.6,0.0,14,0.83
2024-11-09 06:00:00,11,9,6,4.1,99,0.0,1003.2,0.0,30,0.81
2024-11-09 07:00:00,11,9,7,3.2,100,0.0,1004.0,0.0,14,0.42
2024-11-09 08:00:00,11,9,8,3.3,100,81.0,1004.2,0.0,338,0.53
2024-11-09 09:00:00,11,9,9,5.2,98,461.52,1004.3,0.0,360,0.11
2024-11-09 10:00:00,11,9,10,9.5,84,899.28,1004.2,0.0,360,0.89
2024-11-09 11:00:00,11,9,11,11.3,78,1206.72,1003.6,0.0,11,0.5
2024-11-09 12:00:00,11,9,12,12.6,72,1353.6,1002.7,0.0,342,0.31
2024-11-09 13:00:00,11,9,13,13.3,67,1390.32,1001.8,0.0,18,0.31
2024-11-09 14:00:00,11,9,14,14.0,64,1233.0,1001.2,0.0,18,0.31
2024-11-09 15:00:00,11,9,15,13.9,66,932.4,1000.8,0.0,180,0.31
2024-11-09 16:00:00,11,9,16,13.7,63,481.68,999.9,0.0,252,0.31
2024-11-09 17:00:00,11,9,17,12.3,65,82.08,999.9,0.0,360,0.19
2024-11-09 18:00:00,11,9,18,11.2,68,0.0,999.8,0.0,34,0.36
2024-11-09 19:00:00,11,9,19,6.9,91,0.0,1000.1,0.0,18,0.64
2024-11-09 20:00:00,11,9,20,5.5,97,0.0,1000.3,0.0,37,0.5
2024-11-09 21:00:00,11,9,21,4.9,100,0.0,1000.5,0.0,360,0.39
2024-11-09 22:00:00,11,9,22,5.2,98,0.0,1001.0,0.0,360,0.69
2024-11-09 23:00:00,11,9,23,5.5,94,0.0,1000.5,0.0,360,0.39
2024-11-10 00:00:00,11,10,0,5.2,98,0.0,1000.5,0.0,360,0.5
2024-11-10 01:00:00,11,10,1,5.5,98,0.0,1000.5,0.0,9,0.61
2024-11-10 02:00:00,11,10,2,4.7,100,0.0,1000.4,0.0,18,0.64
2024-11-10 03:00:00,11,10,3,3.8,100,0.0,1000.2,0.0,360,0.39
2024-11-10 04:00:00,11,10,4,3.5,100,0.0,999.9,0.0,351,0.61
2024-11-10 05:00:00,11,10,5,3.4,100,0.0,1000.1,0.0,360,0.69
2024-11-10 06:00:00,11,10,6,3.1,100,0.0,999.9,0.0,16,0.72
2024-11-10 07:00:00,11,10,7,2.6,100,0.0,1000.1,0.0,353,0.81
2024-11-10 08:00:00,11,10,8,2.9,100,81.0,999.9,0.0,18,0.64
2024-11-10 09:00:00,11,10,9,5.3,96,480.6,1000.1,0.0,31,0.58
2024-11-10 10:00:00,11,10,10,9.7,89,941.4,1000.5,0.0,360,0.81
2024-11-10 11:00:00,11,10,11,13.0,66,1294.2,999.9,0.0,360,1.5
2024-11-10 12:00:00,11,10,12,14.3,61,1473.12,999.1,0.0,12,1.44
2024-11-10 13:00:00,11,10,13,15.0,55,1481.4,998.7,0.0,360,1.39
2024-11-10 14:00:00,11,10,14,15.5,51,1313.28,997.9,0.0,4,1.31
2024-11-10 15:00:00,11,10,15,15.5,54,947.52,998.3,0.0,360,0.69
2024-11-10 16:00:00,11,10,16,14.4,64,495.0,997.3,0.0,333,0.67
2024-11-10 17:00:00,11,10,17,12.5,70,82.8,997.4,0.0,342,0.64
2024-11-10 18:00:00,11,10,18,9.6,81,0.0,997.5,0.0,360,0.5
2024-11-10 19:00:00,11,10,19,5.5,95,0.0,998.8,0.0,360,0.69
2024-11-10 20:00:00,11,10,20,4.3,100,0.0,998.9,0.0,360,0.39
2024-11-10 21:00:00,11,10,21,3.7,100,0.0,999.5,0.0,72,0.31
2024-11-10 22:00:00,11,10,22,3.8,97,0.0,1000.0,0.0,360,0.31
2024-11-10 23:00:00,11,10,23,3.4,98,0.0,1000.2,0.0,63,0.44
2024-11-11 00:00:00,11,11,0,3.1,100,0.0,1000.1,0.0,90,0.39
2024-11-11 01:00:00,11,11,1,2.9,98,0.0,1000.3,0.0,63,0.22
2024-11-11 02:00:00,11,11,2,2.7,100,0.0,1000.6,0.0,90,0.31
2024-11-11 03:00:00,11,11,3,2.5,100,0.0,1000.7,0.0,90,0.31
2024-11-11 04:00:00,11,11,4,2.1,100,0.0,1000.1,0.0,18,0.31
2024-11-11 05:00:00,11,11,5,2.1,100,0.0,1000.3,0.0,63,0.22
2024-11-11 06:00:00,11,11,6,1.7,100,0.0,1000.7,0.0,63,0.22
2024-11-11 07:00:00,11,11,7,2.1,97,0.0,1001.3,0.0,360,0.39
2024-11-11 08:00:00,11,11,8,2.6,94,79.2,1001.3,0.0,34,0.36
2024-11-11 09:00:00,11,11,9,3.5,95,481.68,1001.5,0.0,270,0.11
2024-11-11 10:00:00,11,11,10,7.7,77,947.52,1001.5,0.0,351,0.61
2024-11-11 11:00:00,11,11,11,10.9,69,1311.12,1000.6,0.0,11,0.5
2024-11-11 12:00:00,11,11,12,12.7,60,1507.68,999.9,0.0,162,0.31
2024-11-11 13:00:00,11,11,13,13.4,55,1509.12,999.1,0.0,153,0.22
2024-11-11 14:00:00,11,11,14,13.9,54,1321.2,998.5,0.0,207,0.44
2024-11-11 15:00:00,11,11,15,14.0,55,964.8,998.1,0.0,198,0.64
2024-11-11 16:00:00,11,11,16,13.5,65,468.72,998.1,0.0,171,0.61
2024-11-11 17:00:00,11,11,17,11.7,73,76.32,998.1,0.0,180,0.89
2024-11-11 18:00:00,11,11,18,9.8,69,0.0,998.2,0.0,198,0.64
2024-11-11 19:00:00,11,11,19,9.7,61,0.0,998.8,0.0,180,0.39
2024-11-11 20:00:00,11,11,20,8.3,73,0.0,998.6,0.0,14,0.42
2024-11-11 21:00:00,11,11,21,7.3,75,0.0,998.8,0.0,79,0.5
2024-11-11 22:00:00,11,11,22,5.8,85,0.0,998.7,0.0,81,0.61
2024-11-11 23:00:00,11,11,23,6.0,80,0.0,998.7,0.0,315,0.42
2024-11-12 00:00:00,11,12,0,6.7,78,0.0,998.6,0.0,343,1.36
2024-11-12 01:00:00,11,12,1,4.3,92,0.0,998.6,0.0,30,0.81
2024-11-12 02:00:00,11,12,2,3.9,93,0.0,998.2,0.0,27,0.44
2024-11-12 03:00:00,11,12,3,3.7,88,0.0,998.0,0.0,18,0.64
2024-11-12 04:00:00,11,12,4,3.9,86,0.0,997.8,0.0,337,0.75
2024-11-12 05:00:00,11,12,5,4.6,82,0.0,998.5,0.0,360,0.61
2024-11-12 06:00:00,11,12,6,4.2,86,0.0,998.6,0.0,346,0.83
2024-11-12 07:00:00,11,12,7,3.3,93,0.0,998.7,0.0,353,0.81
2024-11-12 08:00:00,11,12,8,3.3,92,72.0,999.0,0.0,343,1.06
2024-11-12 09:00:00,11,12,9,5.2,88,436.32,999.2,0.0,353,0.81
2024-11-12 10:00:00,11,12,10,8.7,74,850.32,999.8,0.0,346,1.64
2024-11-12 11:00:00,11,12,11,10.9,59,1230.48,999.7,0.0,342,2.31
2024-11-12 12:00:00,11,12,12,12.0,53,1475.28,999.6,0.0,351,1.92
2024-11-12 13:00:00,11,12,13,13.0,46,1444.32,999.1,0.0,323,2.5
2024-11-12 14:00:00,11,12,14,13.7,44,1271.52,998.4,0.0,309,2.83
2024-11-12 15:00:00,11,12,15,13.5,47,929.52,998.6,0.0,327,1.67
2024-11-12 16:00:00,11,12,16,12.6,49,469.8,998.7,0.0,310,1.69
2024-11-12 17:00:00,11,12,17,10.1,66,72.72,999.4,0.0,299,1.03
2024-11-12 18:00:00,11,12,18,7.9,65,0.0,1000.1,0.0,360,0.19
2024-11-12 19:00:00,11,12,19,6.6,72,0.0,1000.4,0.0,333,0.67
2024-11-12 20:00:00,11,12,20,6.1,75,0.0,1000.8,0.0,351,0.61
2024-11-12 21:00:00,11,12,21,4.5,84,0.0,1001.1,0.0,8,0.69
2024-11-12 22:00:00,11,12,22,3.7,88,0.0,1001.4,0.0,6,0.92
2024-11-12 23:00:00,11,12,23,3.1,91,0.0,1001.7,0.0,34,0.72
2024-11-13 00:00:00,11,13,0,2.9,92,0.0,1001.6,0.0,45,0.56
2024-11-13 01:00:00,11,13,1,2.0,98,0.0,1001.7,0.0,11,0.5
2024-11-13 02:00:00,11,13,2,1.7,98,0.0,1001.3,0.0,34,0.36
2024-11-13 03:00:00,11,13,3,2.0,94,0.0,1001.1,0.0,124,0.36
2024-11-13 04:00:00,11,13,4,0.8,99,0.0,1001.0,0.0,34,0.36
2024-11-13 05:00:00,11,13,5,0.4,100,0.0,1000.7,0.0,117,0.22
2024-11-13 06:00:00,11,13,6,0.5,99,0.0,1001.1,0.0,108,0.31
2024-11-13 07:00:00,11,13,7,-0.3,100,0.0,1001.8,0.0,90,0.11
2024-11-13 08:00:00,11,13,8,-0.2,100,61.2,1001.4,0.0,135,0.28
2024-11-13 09:00:00,11,13,9,0.5,100,429.12,1001.7,0.0,90,0.11
2024-11-13 10:00:00,11,13,10,4.0,84,904.32,1002.4,0.0,270,0.11
2024-11-13 11:00:00,11,13,11,7.3,71,1274.4,1001.5,0.0,270,0.11
2024-11-13 12:00:00,11,13,12,9.5,64,1464.48,1000.1,0.0,333,0.22
2024-11-13 13:00:00,11,13,13,10.7,55,1413.0,999.1,0.0,180,0.19
2024-11-13 14:00:00,11,13,14,11.0,51,937.8,998.2,0.0,270,0.31
2024-11-13 15:00:00,11,13,15,10.8,54,612.72,997.8,0.0,135,0.69
2024-11-13 16:00:00,11,13,16,10.2,60,428.4,996.7,0.0,172,0.69
2024-11-13 17:00:00,11,13,17,8.5,65,66.6,995.8,0.0,140,0.78
2024-11-13 18:00:00,11,13,18,6.5,68,0.0,996.3,0.0,16,0.72
2024-11-13 19:00:00,11,13,19,4.0,95,0.0,997.4,0.0,51,0.64
2024-11-13 20:00:00,11,13,20,4.7,88,0.0,997.4,0.0,81,0.61
2024-11-13 21:00:00,11,13,21,5.1,82,0.0,997.9,0.0,338,0.53
2024-11-13 22:00:00,11,13,22,4.8,85,0.0,997.9,0.0,40,0.78
2024-11-13 23:00:00,11,13,23,6.1,79,0.0,998.1,0.1,360,0.61
2024-11-14 00:00:00,11,14,0,7.2,75,0.0,997.8,0.4,189,0.61
2024-11-14 01:00:00,11,14,1,5.4,87,0.0,998.5,0.0,343,1.06
2024-11-14 02:00:00,11,14,2,3.8,95,0.0,998.2,0.0,354,0.92
2024-11-14 03:00:00,11,14,3,3.3,94,0.0,998.0,0.0,337,0.75
2024-11-14 04:00:00,11,14,4,2.5,96,0.0,998.1,0.0,343,1.06
2024-11-14 05:00:00,11,14,5,2.0,96,0.0,997.9,0.0,346,0.83
2024-11-14 06:00:00,11,14,6,1.8,95,0.0,998.3,0.0,352,0.69
2024-11-14 07:00:00,11,14,7,1.3,98,0.0,998.5,0.0,336,0.97
2024-11-14 08:00:00,11,14,8,2.6,87,64.8,999.3,0.0,353,0.81
2024-11-14 09:00:00,11,14,9,4.0,88,460.08,999.2,0.0,342,0.64
2024-11-14 10:00:00,11,14,10,8.9,70,930.6,999.7,0.0,360,1.89
2024-11-14 11:00:00,11,14,11,10.1,50,1294.2,999.0,0.0,351,2.53
2024-11-14 12:00:00,11,14,12,11.0,48,1486.8,998.1,0.0,5,2.22
2024-11-14 13:00:00,11,14,13,11.5,45,1487.52,997.7,0.0,339,2.56
2024-11-14 14:00:00,11,14,14,11.8,46,1297.8,997.0,0.0,351,1.92
2024-11-14 15:00:00,11,14,15,11.5,55,941.4,997.1,0.0,10,1.11
2024-11-14 16:00:00,11,14,16,9.9,59,470.88,996.7,0.0,347,1.33
2024-11-14 17:00:00,11,14,17,6.9,76,67.68,996.8,0.0,54,0.86
2024-11-14 18:00:00,11,14,18,6.0,66,0.0,997.3,0.0,45,0.42
2024-11-14 19:00:00,11,14,19,3.7,78,0.0,998.3,0.0,353,0.81
2024-11-14 20:00:00,11,14,20,3.5,74,0.0,998.8,0.0,326,0.72
2024-11-14 21:00:00,11,14,21,2.6,76,0.0,998.8,0.0,315,1.0
2024-11-14 22:00:00,11,14,22,1.2,86,0.0,998.9,0.0,333,0.89
2024-11-14 23:00:00,11,14,23,0.6,88,0.0,998.8,0.0,333,0.89
2024-11-15 00:00:00,11,15,0,1.0,83,0.0,998.8,0.0,346,0.83
2024-11-15 01:00:00,11,15,1,0.2,89,0.0,998.6,0.0,349,1.03
2024-11-15 02:00:00,11,15,2,0.3,87,0.0,999.1,0.0,353,0.81
2024-11-15 03:00:00,11,15,3,0.5,86,0.0,998.8,0.0,354,1.0
2024-11-15 04:00:00,11,15,4,0.2,88,0.0,998.1,0.0,355,1.11
2024-11-15 05:00:00,11,15,5,0.1,89,0.0,998.0,0.0,6,0.92
2024-11-15 06:00:00,11,15,6,-0.1,92,0.0,998.0,0.0,360,1.0
2024-11-15 07:00:00,11,15,7,-0.6,93,0.0,998.4,0.0,360,1.19
2024-11-15 08:00:00,11,15,8,-0.3,93,57.6,998.6,0.0,360,1.19
2024-11-15 09:00:00,11,15,9,2.2,91,441.0,999.5,0.0,360,0.81
2024-11-15 10:00:00,11,15,10,7.2,83,897.12,999.1,0.0,360,1.11
2024-11-15 11:00:00,11,15,11,10.6,57,1249.2,999.0,0.0,14,1.64
2024-11-15 12:00:00,11,15,12,11.7,57,1438.2,998.5,0.0,27,0.67
2024-11-15 13:00:00,11,15,13,13.1,45,1442.88,998.3,0.0,13,0.92
2024-11-15 14:00:00,11,15,14,12.9,49,1265.4,997.7,0.0,360,0.11
2024-11-15 15:00:00,11,15,15,12.5,56,914.4,997.9,0.0,180,0.39
2024-11-15 16:00:00,11,15,16,11.8,57,450.72,997.8,0.0,135,0.28
2024-11-15 17:00:00,11,15,17,10.4,52,61.2,997.9,0.0,180,0.31
2024-11-15 18:00:00,11,15,18,6.4,76,0.0,998.4,0.0,355,1.11
2024-11-15 19:00:00,11,15,19,1.4,100,0.0,999.0,0.0,30,0.81
2024-11-15 20:00:00,11,15,20,0.6,99,0.0,999.4,0.0,27,0.44
2024-11-15 21:00:00,11,15,21,0.5,97,0.0,999.9,0.0,45,0.28
2024-11-15 22:00:00,11,15,22,-0.2,100,0.0,1000.7,0.0,34,0.36
2024-11-15 23:00:00,11,15,23,-0.0,97,0.0,1000.9,0.0,90,0.11
2024-11-16 00:00:00,11,16,0,-0.0,96,0.0,1000.6,0.0,360,0.19
2024-11-16 01:00:00,11,16,1,-0.3,96,0.0,1001.3,0.0,90,0.19
2024-11-16 02:00:00,11,16,2,0.3,94,0.0,1000.8,0.0,297,0.22
2024-11-16 03:00:00,11,16,3,0.9,91,0.0,1000.4,0.0,252,0.31
2024-11-16 04:00:00,11,16,4,0.9,88,0.0,1000.4,0.0,360,0.11
2024-11-16 05:00:00,11,16,5,0.8,88,0.0,999.9,0.0,270,0.11
2024-11-16 06:00:00,11,16,6,-0.2,95,0.0,999.9,0.0,180,0.19
2024-11-16 07:00:00,11,16,7,0.4,89,0.0,1000.1,0.0,270,0.0
2024-11-16 08:00:00,11,16,8,0.0,92,49.68,999.9,0.0,270,0.31
2024-11-16 09:00:00,11,16,9,1.3,89,407.52,1000.5,0.0,270,0.0
2024-11-16 10:00:00,11,16,10,4.0,77,853.2,1000.3,0.0,297,0.22
2024-11-16 11:00:00,11,16,11,6.8,67,1200.6,999.7,0.0,333,0.44
2024-11-16 12:00:00,11,16,12,9.2,64,1392.48,998.8,0.0,360,0.19
2024-11-16 13:00:00,11,16,13,10.6,59,1398.6,997.9,0.0,225,0.14
2024-11-16 14:00:00,11,16,14,11.3,57,1215.0,996.5,0.0,304,0.36
2024-11-16 15:00:00,11,16,15,11.4,55,866.88,995.8,0.0,288,0.31
2024-11-16 16:00:00,11,16,16,10.2,60,423.0,995.9,0.0,198,0.64
2024-11-16 17:00:00,11,16,17,8.2,63,55.8,995.0,0.0,166,0.42
2024-11-16 18:00:00,11,16,18,7.0,62,0.0,994.8,0.0,45,1.0
2024-11-16 19:00:00,11,16,19,4.8,69,0.0,995.2,0.0,56,0.72
2024-11-16 20:00:00,11,16,20,4.7,66,0.0,994.6,0.0,50,0.78
2024-11-16 21:00:00,11,16,21,3.1,84,0.0,994.4,0.0,40,0.78
2024-11-16 22:00:00,11,16,22,3.0,86,0.0,994.7,0.0,261,0.61
2024-11-16 23:00:00,11,16,23,3.4,83,0.0,993.9,0.0,45,0.28
2024-11-17 00:00:00,11,17,0,2.3,90,0.0,993.8,0.0,68,1.08
2024-11-17 01:00:00,11,17,1,1.5,90,0.0,994.0,0.0,270,0.19
2024-11-17 02:00:00,11,17,2,0.5,99,0.0,993.8,0.0,225,0.14
2024-11-17 03:00:00,11,17,3,0.4,100,0.0,993.2,0.0,56,0.36
2024-11-17 04:00:00,11,17,4,0.4,100,0.0,993.4,0.0,72,0.31
2024-11-17 05:00:00,11,17,5,0.9,100,0.0,993.2,0.0,21,0.86
