datetime,hour,day,month,air_temperature,humidity,irradiance,pressure,rain,wind_direction,wind_velocity
2024-11-04 00:00:00,0,4,11,6.32,100.0,0.0,1001.32,0.0,110.83,0.22
2024-11-04 01:00:00,1,4,11,5.98,100.0,0.0,1001.32,0.0,273.33,0.47
2024-11-04 02:00:00,2,4,11,5.98,100.0,0.0,1001.15,0.0,252.17,0.58
2024-11-04 03:00:00,3,4,11,6.15,100.0,0.0,1000.85,0.0,262.0,0.62
2024-11-04 04:00:00,4,4,11,6.7,100.0,0.0,1000.75,0.0,337.5,1.82
2024-11-04 05:00:00,5,4,11,6.65,100.0,0.0,1000.65,0.0,340.33,2.18
2024-11-04 06:00:00,6,4,11,6.82,98.5,0.0,1000.65,0.0,229.83,2.05
2024-11-04 07:00:00,7,4,11,6.93,98.0,16.08,1000.65,0.0,352.33,1.78
2024-11-04 08:00:00,8,4,11,8.4,92.0,157.15,1001.0,0.0,181.5,1.78
2024-11-04 09:00:00,9,4,11,10.65,82.75,304.68,1001.0,0.0,237.5,1.72
2024-11-04 10:00:00,10,4,11,12.4,71.75,411.35,1000.62,0.0,324.17,2.55
2024-11-04 11:00:00,11,4,11,13.8,68.0,468.0,1000.15,0.0,320.83,2.25
2024-11-04 12:00:00,12,4,11,15.38,61.75,468.12,999.2,0.0,308.33,1.73
2024-11-04 13:00:00,13,4,11,16.15,59.5,415.5,998.48,0.0,302.83,2.02
2024-11-04 14:00:00,14,4,11,16.62,56.5,277.95,997.95,0.0,249.0,1.17
2024-11-04 15:00:00,15,4,11,13.4,68.25,25.08,997.95,0.0,0.0,0.0
2024-11-04 16:00:00,16,4,11,10.72,81.75,8.32,998.15,0.0,0.0,0.0
2024-11-04 17:00:00,17,4,11,8.8,90.5,0.0,998.45,0.0,0.0,0.0
2024-11-04 18:00:00,18,4,11,7.78,95.75,0.0,999.08,0.0,108.17,0.27
2024-11-04 19:00:00,19,4,11,7.15,98.5,0.0,999.5,0.0,154.67,0.23
2024-11-04 20:00:00,20,4,11,6.57,99.75,0.0,999.92,0.0,100.33,0.18
2024-11-04 21:00:00,21,4,11,6.05,100.0,0.0,1000.38,0.0,237.0,0.25
2024-11-04 22:00:00,22,4,11,5.8,100.0,0.0,1000.5,0.0,156.0,0.2
2024-11-04 23:00:00,23,4,11,5.55,100.0,0.0,1000.4,0.0,221.67,0.35
2024-11-05 00:00:00,0,5,11,4.82,100.0,0.0,1000.45,0.0,235.67,0.33
2024-11-05 01:00:00,1,5,11,5.03,100.0,0.0,1000.45,0.0,267.33,0.72
2024-11-05 02:00:00,2,5,11,4.42,100.0,0.0,1000.4,0.0,203.83,0.28
2024-11-05 03:00:00,3,5,11,4.1,100.0,0.0,1000.4,0.0,250.17,0.47
2024-11-05 04:00:00,4,5,11,4.05,100.0,0.0,1000.32,0.0,263.83,0.42
2024-11-05 05:00:00,5,5,11,4.18,100.0,0.0,1000.35,0.0,158.17,0.53
2024-11-05 06:00:00,6,5,11,3.5,100.0,0.0,1000.4,0.0,100.17,0.18
2024-11-05 07:00:00,7,5,11,3.2,100.0,9.88,1000.82,0.0,266.33,0.57
2024-11-05 08:00:00,8,5,11,6.5,98.25,140.05,1001.02,0.0,58.83,1.35
2024-11-05 09:00:00,9,5,11,8.48,86.75,223.7,1000.9,0.0,18.17,1.65
2024-11-05 10:00:00,10,5,11,10.65,77.0,342.8,1000.58,0.0,78.67,1.62
2024-11-05 11:00:00,11,5,11,12.12,68.25,371.0,999.9,0.0,283.67,1.83
2024-11-05 12:00:00,12,5,11,13.2,63.75,320.45,999.08,0.0,279.0,1.5
2024-11-05 13:00:00,13,5,11,14.05,61.0,289.12,998.35,0.0,334.67,1.15
2024-11-05 14:00:00,14,5,11,14.6,58.25,214.9,997.8,0.0,301.33,0.85
2024-11-05 15:00:00,15,5,11,14.08,68.75,77.3,997.88,0.0,36.67,0.08
2024-11-05 16:00:00,16,5,11,11.92,77.5,34.3,998.05,0.0,0.0,0.0
2024-11-05 17:00:00,17,5,11,8.9,86.75,0.0,998.5,0.0,0.0,0.0
2024-11-05 18:00:00,18,5,11,7.08,93.75,0.0,999.1,0.0,61.67,0.03
2024-11-05 19:00:00,19,5,11,6.32,98.0,0.0,999.3,0.0,0.0,0.0
2024-11-05 20:00:00,20,5,11,5.8,99.25,0.0,999.55,0.0,0.0,0.0
2024-11-05 21:00:00,21,5,11,5.03,99.75,0.0,1000.02,0.0,51.5,0.1
2024-11-05 22:00:00,22,5,11,4.8,100.0,0.0,1000.18,0.0,259.33,0.57
2024-11-05 23:00:00,23,5,11,4.7,100.0,0.0,1000.28,0.0,106.0,0.1
2024-11-06 00:00:00,0,6,11,4.45,100.0,0.0,1000.6,0.0,0.0,0.0
2024-11-06 01:00:00,1,6,11,3.65,100.0,0.0,1000.7,0.0,0.0,0.0
2024-11-06 02:00:00,2,6,11,3.42,100.0,0.0,1000.95,0.0,56.83,0.02
2024-11-06 03:00:00,3,6,11,3.05,100.0,0.0,1001.08,0.0,105.17,0.3
2024-11-06 04:00:00,4,6,11,3.5,100.0,0.0,1001.12,0.0,181.17,0.8
2024-11-06 05:00:00,5,6,11,3.32,100.0,0.0,1001.32,0.0,220.67,0.47
2024-11-06 06:00:00,6,6,11,3.35,100.0,0.0,1001.68,0.0,138.83,0.78
2024-11-06 07:00:00,7,6,11,3.4,100.0,8.4,1002.25,0.0,221.17,0.78
2024-11-06 08:00:00,8,6,11,6.2,97.75,150.0,1002.72,0.0,220.67,0.77
2024-11-06 09:00:00,9,6,11,8.32,85.5,273.8,1002.75,0.0,127.0,2.33
2024-11-06 10:00:00,10,6,11,10.07,76.25,372.8,1002.85,0.0,237.83,2.1
2024-11-06 11:00:00,11,6,11,12.3,66.25,412.58,1002.32,0.0,236.67,1.62
2024-11-06 12:00:00,12,6,11,14.1,55.5,468.35,1001.6,0.0,172.17,1.07
2024-11-06 13:00:00,13,6,11,15.42,52.75,406.78,1000.88,0.0,287.67,1.1
2024-11-06 14:00:00,14,6,11,15.28,50.75,227.15,1000.6,0.0,212.67,0.55
2024-11-06 15:00:00,15,6,11,12.12,66.0,48.75,1000.58,0.0,0.0,0.0
2024-11-06 16:00:00,16,6,11,9.6,78.5,9.85,1000.72,0.0,9.83,0.03
2024-11-06 17:00:00,17,6,11,7.6,88.75,0.0,1001.35,0.0,0.0,0.0
2024-11-06 18:00:00,18,6,11,6.32,94.0,0.0,1002.12,0.0,0.0,0.02
2024-11-06 19:00:00,19,6,11,5.58,97.25,0.0,1002.72,0.0,53.83,0.18
2024-11-06 20:00:00,20,6,11,4.8,99.0,0.0,1003.2,0.0,192.17,0.23
2024-11-06 21:00:00,21,6,11,4.47,100.0,0.0,1003.62,0.0,16.0,0.05
2024-11-06 22:00:00,22,6,11,3.98,100.0,0.0,1003.92,0.0,90.0,0.12
2024-11-06 23:00:00,23,6,11,4.2,100.0,0.0,1004.0,0.0,149.5,0.2
2024-11-07 00:00:00,0,7,11,3.38,100.0,0.0,1004.18,0.0,46.67,0.07
2024-11-07 01:00:00,1,7,11,3.82,100.0,0.0,1004.1,0.0,195.5,0.25
2024-11-07 02:00:00,2,7,11,3.97,100.0,0.0,1004.2,0.0,205.33,0.45
2024-11-07 03:00:00,3,7,11,3.2,100.0,0.0,1004.1,0.0,49.83,0.02
2024-11-07 04:00:00,4,7,11,3.9,100.0,0.0,1004.18,0.0,313.5,1.33
2024-11-07 05:00:00,5,7,11,4.15,100.0,0.0,1004.12,0.0,270.5,0.65
2024-11-07 06:00:00,6,7,11,3.72,99.75,0.0,1004.1,0.0,206.33,0.68
2024-11-07 07:00:00,7,7,11,3.65,100.0,8.38,1004.5,0.0,271.67,0.97
2024-11-07 08:00:00,8,7,11,6.1,96.0,138.78,1004.85,0.0,278.67,1.2
2024-11-07 09:00:00,9,7,11,8.6,82.0,285.68,1004.78,0.0,130.67,1.83
2024-11-07 10:00:00,10,7,11,10.52,72.25,374.4,1004.45,0.0,340.33,2.02
2024-11-07 11:00:00,11,7,11,12.22,63.75,445.8,1003.7,0.0,335.5,2.03
2024-11-07 12:00:00,12,7,11,13.82,59.75,445.32,1002.72,0.0,306.83,1.82
2024-11-07 13:00:00,13,7,11,15.0,53.0,395.7,1001.8,0.0,316.5,1.4
2024-11-07 14:00:00,14,7,11,15.08,50.25,248.45,1001.38,0.0,241.17,0.75
2024-11-07 15:00:00,15,7,11,11.35,68.5,26.38,1001.28,0.0,154.67,0.47
2024-11-07 16:00:00,16,7,11,9.18,80.5,8.35,1001.3,0.0,191.17,0.3
2024-11-07 17:00:00,17,7,11,7.62,88.25,0.0,1001.48,0.0,28.17,0.18
2024-11-07 18:00:00,18,7,11,6.45,94.25,0.0,1002.15,0.0,92.5,0.28
2024-11-07 19:00:00,19,7,11,5.52,96.25,0.0,1002.58,0.0,142.5,0.23
2024-11-07 20:00:00,20,7,11,4.53,98.0,0.0,1002.82,0.0,105.5,0.18
2024-11-07 21:00:00,21,7,11,4.12,100.0,0.0,1002.95,0.0,155.5,0.25
2024-11-07 22:00:00,22,7,11,3.8,100.0,0.0,1003.2,0.0,153.67,0.1
2024-11-07 23:00:00,23,7,11,3.68,100.0,0.0,1003.1,0.0,201.0,0.18
2024-11-08 00:00:00,0,8,11,3.7,100.0,0.0,1003.02,0.0,308.0,0.55
2024-11-08 01:00:00,1,8,11,3.45,100.0,0.0,1002.7,0.0,46.67,0.1
2024-11-08 02:00:00,2,8,11,2.85,100.0,0.0,1002.4,0.0,111.33,0.23
2024-11-08 03:00:00,3,8,11,2.92,100.0,0.0,1002.08,0.0,196.83,0.53
2024-11-08 04:00:00,4,8,11,2.12,100.0,0.0,1002.02,0.0,106.33,0.08
2024-11-08 05:00:00,5,8,11,1.72,100.0,0.0,1001.82,0.0,0.17,0.05
2024-11-08 06:00:00,6,8,11,1.98,100.0,0.0,1001.92,0.0,245.67,0.67
2024-11-08 07:00:00,7,8,11,2.9,100.0,4.65,1002.3,0.0,238.67,0.8
2024-11-08 08:00:00,8,8,11,4.95,98.75,128.28,1002.3,0.0,336.0,1.53
2024-11-08 09:00:00,9,8,11,7.08,86.75,271.12,1002.22,0.0,122.5,2.47
2024-11-08 10:00:00,10,8,11,9.15,77.5,366.72,1001.92,0.0,180.83,1.92
2024-11-08 11:00:00,11,8,11,11.05,67.25,421.78,1001.2,0.0,337.5,1.8
2024-11-08 12:00:00,12,8,11,12.88,59.25,433.92,1000.5,0.0,211.17,1.2
2024-11-08 13:00:00,13,8,11,14.7,51.75,368.52,999.95,0.0,244.83,1.02
2024-11-08 14:00:00,14,8,11,13.98,54.5,185.08,999.6,0.0,212.33,0.98
2024-11-08 15:00:00,15,8,11,12.4,62.5,61.52,999.72,0.0,173.17,1.63
2024-11-08 16:00:00,16,8,11,11.8,67.5,17.98,1000.12,0.0,135.0,0.97
2024-11-08 17:00:00,17,8,11,9.7,81.5,0.0,1000.65,0.0,73.67,0.63
2024-11-08 18:00:00,18,8,11,9.25,87.0,0.0,1001.15,0.0,101.17,0.68
2024-11-08 19:00:00,19,8,11,7.9,91.5,0.0,1001.4,0.0,152.83,0.37
2024-11-08 20:00:00,20,8,11,6.42,95.25,0.0,1001.78,0.0,107.33,0.15
2024-11-08 21:00:00,21,8,11,5.78,99.0,0.0,1002.28,0.0,64.5,0.08
2024-11-08 22:00:00,22,8,11,5.35,99.75,0.0,1002.55,0.0,207.67,0.38
2024-11-08 23:00:00,23,8,11,5.4,100.0,0.0,1002.45,0.0,58.67,0.1
2024-11-09 00:00:00,0,9,11,5.4,100.0,0.0,1002.18,0.0,200.33,0.22
2024-11-09 01:00:00,1,9,11,5.03,100.0,0.0,1002.02,0.0,170.33,0.4
2024-11-09 02:00:00,2,9,11,4.32,100.0,0.0,1001.98,0.0,94.5,0.13
2024-11-09 03:00:00,3,9,11,4.1,100.0,0.0,1001.8,0.0,129.0,0.27
2024-11-09 04:00:00,4,9,11,4.45,100.0,0.0,1001.55,0.0,251.67,0.52
2024-11-09 05:00:00,5,9,11,4.32,100.0,0.0,1001.32,0.0,251.33,0.47
2024-11-09 06:00:00,6,9,11,3.5,100.0,0.0,1001.25,0.0,194.33,0.23
2024-11-09 07:00:00,7,9,11,3.3,100.0,8.93,1001.58,0.0,109.67,0.3
2024-11-09 08:00:00,8,9,11,5.2,100.0,94.52,1001.55,0.0,234.0,1.0
2024-11-09 09:00:00,9,9,11,7.28,91.25,193.1,1001.28,0.0,239.5,2.05
2024-11-09 10:00:00,10,9,11,9.3,79.75,308.32,1000.82,0.0,240.0,2.12
2024-11-09 11:00:00,11,9,11,10.92,71.5,347.22,1000.08,0.0,286.5,1.65
2024-11-09 12:00:00,12,9,11,12.32,63.75,364.78,999.12,0.0,332.67,1.25
2024-11-09 13:00:00,13,9,11,13.48,57.0,332.32,998.08,0.0,284.5,0.98
2024-11-09 14:00:00,14,9,11,13.6,56.5,211.02,997.48,0.0,131.83,0.4
2024-11-09 15:00:00,15,9,11,11.5,68.75,50.68,997.2,0.0,0.0,0.0
2024-11-09 16:00:00,16,9,11,9.02,82.25,11.35,997.18,0.0,0.0,0.0
2024-11-09 17:00:00,17,9,11,6.55,90.25,0.0,997.35,0.0,0.0,0.0
2024-11-09 18:00:00,18,9,11,5.18,95.25,0.0,997.92,0.0,0.0,0.0
2024-11-09 19:00:00,19,9,11,4.5,99.0,0.0,998.12,0.0,0.0,0.0
2024-11-09 20:00:00,20,9,11,3.95,100.0,0.0,998.35,0.0,0.0,0.0
2024-11-09 21:00:00,21,9,11,3.65,100.0,0.0,998.6,0.0,106.17,0.07
2024-11-09 22:00:00,22,9,11,3.48,100.0,0.0,998.62,0.0,161.67,0.12
2024-11-09 23:00:00,23,9,11,3.7,100.0,0.0,998.6,0.0,214.33,0.7
2024-11-10 00:00:00,0,10,11,3.7,100.0,0.0,998.52,0.0,253.67,0.8
2024-11-10 01:00:00,1,10,11,3.22,100.0,0.0,998.22,0.0,168.33,0.48
2024-11-10 02:00:00,2,10,11,4.03,100.0,0.0,997.98,0.0,177.5,1.2
2024-11-10 03:00:00,3,10,11,3.7,99.75,0.0,997.8,0.0,272.0,0.93
2024-11-10 04:00:00,4,10,11,3.35,99.75,0.0,997.75,0.0,124.5,0.58
2024-11-10 05:00:00,5,10,11,3.42,99.5,0.0,997.88,0.0,337.5,1.57
2024-11-10 06:00:00,6,10,11,3.3,97.0,0.0,997.92,0.0,257.5,0.9
2024-11-10 07:00:00,7,10,11,3.62,99.5,5.1,998.08,0.0,286.17,1.77
2024-11-10 08:00:00,8,10,11,5.22,92.75,108.78,998.3,0.0,234.0,2.07
2024-11-10 09:00:00,9,10,11,7.3,82.75,272.77,997.95,0.0,173.5,1.9
2024-11-10 10:00:00,10,10,11,9.65,71.5,381.42,997.32,0.0,319.5,2.32
2024-11-10 11:00:00,11,10,11,11.25,63.0,429.38,996.65,0.0,312.83,2.17
2024-11-10 12:00:00,12,10,11,12.68,57.0,443.62,995.72,0.0,319.33,2.28
2024-11-10 13:00:00,13,10,11,13.78,52.25,387.32,994.92,0.0,322.33,2.1
2024-11-10 14:00:00,14,10,11,14.25,50.25,234.12,994.35,0.0,254.83,0.92
2024-11-10 15:00:00,15,10,11,9.9,67.25,23.9,994.35,0.0,32.83,0.08
2024-11-10 16:00:00,16,10,11,7.48,81.5,5.6,994.52,0.0,0.0,0.0
2024-11-10 17:00:00,17,10,11,5.6,90.75,0.0,995.02,0.0,0.0,0.0
2024-11-10 18:00:00,18,10,11,4.45,95.0,0.0,995.82,0.0,0.0,0.0
2024-11-10 19:00:00,19,10,11,3.9,99.5,0.0,996.4,0.0,103.33,0.17
2024-11-10 20:00:00,20,10,11,3.15,99.75,0.0,996.88,0.0,0.0,0.0
2024-11-10 21:00:00,21,10,11,2.98,100.0,0.0,997.45,0.0,0.0,0.0
2024-11-10 22:00:00,22,10,11,2.7,100.0,0.0,997.68,0.0,52.0,0.13
2024-11-10 23:00:00,23,10,11,2.17,100.0,0.0,997.98,0.0,0.0,0.0
2024-11-11 00:00:00,0,11,11,2.02,100.0,0.0,998.08,0.0,142.5,0.4
2024-11-11 01:00:00,1,11,11,1.32,100.0,0.0,998.15,0.0,0.0,0.0
2024-11-11 02:00:00,2,11,11,1.25,100.0,0.0,998.18,0.0,160.0,0.27
2024-11-11 03:00:00,3,11,11,1.02,100.0,0.0,998.08,0.0,0.0,0.0
2024-11-11 04:00:00,4,11,11,0.52,100.0,0.0,998.2,0.0,51.67,0.17
2024-11-11 05:00:00,5,11,11,0.8,100.0,0.0,998.4,0.0,114.83,0.13
2024-11-11 06:00:00,6,11,11,0.82,100.0,0.0,998.65,0.0,107.33,0.32
2024-11-11 07:00:00,7,11,11,1.08,100.0,2.35,999.08,0.0,262.83,0.7
2024-11-11 08:00:00,8,11,11,3.18,100.0,100.42,999.45,0.0,232.83,0.47
2024-11-11 09:00:00,9,11,11,6.2,87.25,275.6,999.12,0.0,180.33,1.23
2024-11-11 10:00:00,10,11,11,8.32,74.5,381.45,998.55,0.0,126.17,1.83
2024-11-11 11:00:00,11,11,11,10.52,62.5,439.1,997.68,0.0,340.17,1.55
2024-11-11 12:00:00,12,11,11,12.22,53.0,442.3,996.6,0.0,238.83,1.02
2024-11-11 13:00:00,13,11,11,13.55,48.75,390.55,995.7,0.0,209.67,1.32
2024-11-11 14:00:00,14,11,11,13.4,52.25,232.2,995.0,0.0,207.83,1.5
2024-11-11 15:00:00,15,11,11,10.95,59.5,25.3,995.02,0.0,178.17,1.37
2024-11-11 16:00:00,16,11,11,10.78,61.25,6.0,995.0,0.0,120.67,1.23
2024-11-11 17:00:00,17,11,11,9.55,70.0,0.0,995.4,0.0,78.67,1.13
2024-11-11 18:00:00,18,11,11,7.38,79.25,0.0,995.95,0.0,71.0,0.7
2024-11-11 19:00:00,19,11,11,5.18,88.75,0.0,996.32,0.0,38.17,0.27
2024-11-11 20:00:00,20,11,11,3.78,94.5,0.0,996.22,0.0,53.67,0.13
2024-11-11 21:00:00,21,11,11,3.7,99.25,0.0,996.55,0.0,70.5,0.1
2024-11-11 22:00:00,22,11,11,3.0,100.0,0.0,996.55,0.0,110.0,0.08
2024-11-11 23:00:00,23,11,11,2.35,100.0,0.0,996.48,0.0,123.33,0.28
2024-11-12 00:00:00,0,12,11,1.35,100.0,0.0,996.4,0.0,88.17,0.03
2024-11-12 01:00:00,1,12,11,1.68,100.0,0.0,996.25,0.0,63.0,0.13
2024-11-12 02:00:00,2,12,11,2.12,100.0,0.0,996.18,0.0,120.83,0.25
2024-11-12 03:00:00,3,12,11,1.83,100.0,0.0,996.12,0.0,238.0,0.5
2024-11-12 04:00:00,4,12,11,1.75,100.0,0.0,996.02,0.0,156.17,0.5
2024-11-12 05:00:00,5,12,11,1.48,100.0,0.0,996.0,0.0,119.0,0.58
2024-11-12 06:00:00,6,12,11,1.05,100.0,0.0,996.28,0.0,146.17,0.37
2024-11-12 07:00:00,7,12,11,1.5,100.0,3.7,996.5,0.0,175.5,0.73
2024-11-12 08:00:00,8,12,11,3.05,99.0,76.68,997.05,0.0,277.33,1.22
2024-11-12 09:00:00,9,12,11,6.0,83.25,245.98,997.32,0.0,73.17,1.3
2024-11-12 10:00:00,10,12,11,7.7,69.5,312.65,997.15,0.0,226.17,1.95
2024-11-12 11:00:00,11,12,11,9.65,62.25,380.2,996.72,0.0,333.33,1.88
2024-11-12 12:00:00,12,12,11,11.08,54.75,419.32,996.25,0.0,339.5,1.98
2024-11-12 13:00:00,13,12,11,11.92,51.75,326.05,995.55,0.0,307.83,1.65
2024-11-12 14:00:00,14,12,11,12.05,49.5,187.92,995.22,0.0,93.17,0.25
2024-11-12 15:00:00,15,12,11,8.7,64.0,33.75,995.3,0.0,130.33,0.53
2024-11-12 16:00:00,16,12,11,7.02,75.5,8.57,995.85,0.0,88.67,0.57
2024-11-12 17:00:00,17,12,11,4.8,86.0,0.0,996.42,0.0,0.0,0.0
2024-11-12 18:00:00,18,12,11,3.85,93.0,0.0,997.25,0.0,7.67,0.2
2024-11-12 19:00:00,19,12,11,3.15,94.0,0.0,997.92,0.0,116.83,0.3
2024-11-12 20:00:00,20,12,11,2.05,98.25,0.0,998.38,0.0,0.0,0.0
2024-11-12 21:00:00,21,12,11,1.85,99.75,0.0,998.9,0.0,55.67,0.22
2024-11-12 22:00:00,22,12,11,1.92,100.0,0.0,999.2,0.0,52.5,0.03
2024-11-12 23:00:00,23,12,11,0.5,100.0,0.0,999.42,0.0,0.0,0.0
2024-11-13 00:00:00,0,13,11,0.9,100.0,0.0,999.55,0.0,56.83,0.2
2024-11-13 01:00:00,1,13,11,1.02,100.0,0.0,999.35,0.0,219.83,0.67
2024-11-13 02:00:00,2,13,11,0.22,100.0,0.0,999.2,0.0,50.17,0.2
2024-11-13 03:00:00,3,13,11,0.38,100.0,0.0,998.68,0.0,238.67,0.78
2024-11-13 04:00:00,4,13,11,0.3,100.0,0.0,998.82,0.0,316.0,0.55
2024-11-13 05:00:00,5,13,11,0.25,100.0,0.0,998.88,0.0,291.67,0.92
2024-11-13 06:00:00,6,13,11,-0.32,100.0,0.0,998.98,0.0,180.0,0.28
2024-11-13 07:00:00,7,13,11,-0.32,100.0,1.3,999.38,0.0,170.17,0.58
2024-11-13 08:00:00,8,13,11,0.98,100.0,101.68,999.35,0.0,332.83,1.07
2024-11-13 09:00:00,9,13,11,4.1,85.0,268.85,999.25,0.0,178.67,2.53
2024-11-13 10:00:00,10,13,11,6.4,73.25,373.42,998.98,0.0,234.0,2.17
2024-11-13 11:00:00,11,13,11,8.28,60.75,430.3,997.95,0.0,329.5,2.25
2024-11-13 12:00:00,12,13,11,9.93,55.5,434.98,996.52,0.0,318.67,1.8
2024-11-13 13:00:00,13,13,11,10.88,49.75,363.05,995.38,0.0,318.33,1.53
2024-11-13 14:00:00,14,13,11,10.28,57.25,117.43,994.7,0.0,301.67,1.47
2024-11-13 15:00:00,15,13,11,9.75,62.75,62.28,994.15,0.0,0.0,0.0
2024-11-13 16:00:00,16,13,11,8.2,68.5,14.18,993.52,0.0,156.33,0.37
2024-11-13 17:00:00,17,13,11,5.55,80.0,0.0,993.65,0.0,197.5,0.3
2024-11-13 18:00:00,18,13,11,5.95,83.25,0.0,993.92,0.0,196.0,0.58
2024-11-13 19:00:00,19,13,11,5.82,84.5,0.0,994.28,0.0,143.83,0.35
2024-11-13 20:00:00,20,13,11,6.25,83.75,0.0,994.68,0.0,112.17,1.05
2024-11-13 21:00:00,21,13,11,6.18,81.75,0.0,994.68,0.0,185.5,0.83
2024-11-13 22:00:00,22,13,11,5.75,87.0,0.0,994.82,0.0,159.5,0.38
2024-11-13 23:00:00,23,13,11,5.85,87.25,0.0,994.92,0.0,183.5,0.42
2024-11-14 00:00:00,0,14,11,6.32,84.25,0.0,995.08,0.0,186.5,0.87
2024-11-14 01:00:00,1,14,11,5.95,86.5,0.0,994.82,0.0,91.5,0.6
2024-11-14 02:00:00,2,14,11,5.08,88.75,0.0,994.98,0.0,191.5,0.58
2024-11-14 03:00:00,3,14,11,3.78,92.25,0.0,995.02,0.0,114.17,0.27
2024-11-14 04:00:00,4,14,11,2.25,98.0,0.0,995.18,0.0,116.83,0.48
2024-11-14 05:00:00,5,14,11,2.65,100.0,0.0,995.48,0.0,265.83,1.28
2024-11-14 06:00:00,6,14,11,2.68,97.5,0.0,995.62,0.0,325.83,1.1
2024-11-14 07:00:00,7,14,11,2.52,97.75,0.2,996.1,0.0,229.5,1.02
2024-11-14 08:00:00,8,14,11,3.4,95.75,81.03,996.35,0.0,140.83,0.28
2024-11-14 09:00:00,9,14,11,7.05,76.25,249.15,996.15,0.0,139.17,0.6
2024-11-14 10:00:00,10,14,11,9.05,58.75,371.42,995.95,0.0,336.5,2.38
2024-11-14 11:00:00,11,14,11,11.15,46.25,430.98,995.25,0.0,335.83,3.2
2024-11-14 12:00:00,12,14,11,12.55,41.0,438.3,994.35,0.0,311.33,4.2
2024-11-14 13:00:00,13,14,11,13.35,37.25,388.02,993.4,0.0,301.67,3.92
2024-11-14 14:00:00,14,14,11,13.02,41.0,223.7,992.8,0.0,284.33,2.32
2024-11-14 15:00:00,15,14,11,11.08,55.0,24.08,993.15,0.0,235.5,2.33
2024-11-14 16:00:00,16,14,11,10.0,64.25,4.35,993.68,0.0,260.17,2.72
2024-11-14 17:00:00,17,14,11,9.0,70.5,0.0,994.48,0.0,183.33,1.35
2024-11-14 18:00:00,18,14,11,7.4,78.5,0.0,995.12,0.0,87.67,1.02
2024-11-14 19:00:00,19,14,11,5.32,85.5,0.0,995.62,0.0,114.0,0.48
2024-11-14 20:00:00,20,14,11,4.15,93.75,0.0,995.88,0.0,198.17,0.43
2024-11-14 21:00:00,21,14,11,2.75,94.75,0.0,996.25,0.0,214.17,0.37
2024-11-14 22:00:00,22,14,11,1.38,98.75,0.0,996.9,0.0,104.67,0.27
2024-11-14 23:00:00,23,14,11,1.3,99.75,0.0,997.05,0.0,200.33,0.6
2024-11-15 00:00:00,0,15,11,0.7,100.0,0.0,996.95,0.0,153.83,0.33
2024-11-15 01:00:00,1,15,11,0.35,100.0,0.0,996.9,0.0,282.67,0.77
2024-11-15 02:00:00,2,15,11,-0.38,100.0,0.0,996.72,0.0,152.83,0.22
2024-11-15 03:00:00,3,15,11,-0.65,100.0,0.0,996.5,0.0,53.0,0.07
2024-11-15 04:00:00,4,15,11,-1.1,100.0,0.0,996.4,0.0,50.33,0.02
2024-11-15 05:00:00,5,15,11,-1.02,100.0,0.0,996.5,0.0,224.17,0.65
2024-11-15 06:00:00,6,15,11,-0.68,100.0,0.0,996.65,0.0,222.5,0.67
2024-11-15 07:00:00,7,15,11,-0.45,99.5,0.0,997.1,0.0,243.83,0.83
2024-11-15 08:00:00,8,15,11,0.95,98.5,61.45,997.72,0.0,222.5,0.58
2024-11-15 09:00:00,9,15,11,4.15,79.75,251.58,997.4,0.0,323.83,1.08
2024-11-15 10:00:00,10,15,11,6.48,66.5,368.52,996.85,0.0,174.67,1.67
2024-11-15 11:00:00,11,15,11,8.2,54.75,426.42,996.42,0.0,230.33,1.38
2024-11-15 12:00:00,12,15,11,10.28,46.75,427.85,995.75,0.0,216.17,0.58
2024-11-15 13:00:00,13,15,11,11.68,42.25,377.95,995.18,0.0,238.33,0.92
2024-11-15 14:00:00,14,15,11,10.98,43.5,218.08,994.82,0.0,235.5,0.8
2024-11-15 15:00:00,15,15,11,9.4,54.75,22.72,994.72,0.0,155.0,2.38
2024-11-15 16:00:00,16,15,11,8.22,63.0,3.5,995.0,0.0,120.5,1.1
2024-11-15 17:00:00,17,15,11,5.12,79.75,0.0,995.75,0.0,30.67,0.32
2024-11-15 18:00:00,18,15,11,3.62,87.75,0.0,996.78,0.0,59.83,0.07
2024-11-15 19:00:00,19,15,11,2.42,95.5,0.0,997.28,0.0,223.5,0.22
2024-11-15 20:00:00,20,15,11,1.4,97.25,0.0,997.85,0.0,171.5,0.32
2024-11-15 21:00:00,21,15,11,0.85,98.5,0.0,998.28,0.0,0.0,0.0
2024-11-15 22:00:00,22,15,11,0.22,100.0,0.0,998.65,0.0,218.5,0.4
2024-11-15 23:00:00,23,15,11,0.08,100.0,0.0,998.9,0.0,152.0,0.42
2024-11-16 00:00:00,0,16,11,0.05,100.0,0.0,998.82,0.0,148.0,0.52
2024-11-16 01:00:00,1,16,11,-0.7,100.0,0.0,998.9,0.0,51.67,0.03
2024-11-16 02:00:00,2,16,11,-1.08,100.0,0.0,998.7,0.0,113.83,0.22
2024-11-16 03:00:00,3,16,11,-1.62,100.0,0.0,998.52,0.0,102.17,0.15
2024-11-16 04:00:00,4,16,11,-1.48,100.0,0.0,998.52,0.0,202.83,0.25
2024-11-16 05:00:00,5,16,11,-1.88,100.0,0.0,998.48,0.0,204.17,0.32
